Transaction ID,Date,Product ID,Product Name,Product Category,Quantity,PPU,Amount
T002598,09.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,6,"25,500","153,000"
T002872,10.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,6,"25,500","153,000"
T002873,10.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,1,"380,000","380,000"
T002874,10.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,4,"900,000","3,600,000"
T002875,10.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,10,"380,000","3,800,000"
T002876,10.01.2025,PROD-010,Webcam 1080p HD,Electronics,6,"180,000","1,080,000"
T002877,10.01.2025,PROD-007,USB-C Docking Station,Electronics,9,"340,000","3,060,000"
T002878,10.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,5,"195,000","975,000"
T002879,10.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,5,"25,500","127,500"
T003191,11.01.2025,PROD-010,Webcam 1080p HD,Electronics,9,"180,000","1,620,000"
T003192,11.01.2025,PROD-004,Standing Desk Converter,Furniture,8,"500,000","4,000,000"
T003193,11.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,2,"900,000","1,800,000"
T003194,11.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,10,"25,500","255,000"
T003195,11.01.2025,PROD-003,27-inch 4K Monitor,Electronics,10,"1,200,000","12,000,000"
T003196,11.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,8,"900,000","7,200,000"
T003197,11.01.2025,PROD-003,27-inch 4K Monitor,Electronics,9,"1,200,000","10,800,000"
T003198,11.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,8,"900,000","7,200,000"
T003199,11.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,9,"900,000","8,100,000"
T003498,12.01.2025,PROD-003,27-inch 4K Monitor,Electronics,1,"1,200,000","1,200,000"
T003499,12.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,9,"25,500","229,500"
T003500,12.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,6,"380,000","2,280,000"
T003501,12.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,5,"25,500","127,500"
T003502,12.01.2025,PROD-010,Webcam 1080p HD,Electronics,7,"180,000","1,260,000"
T003503,12.01.2025,PROD-004,Standing Desk Converter,Furniture,1,"500,000","500,000"
T003504,12.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,3,"195,000","585,000"
T003773,13.01.2025,PROD-007,USB-C Docking Station,Electronics,7,"340,000","2,380,000"
T003774,13.01.2025,PROD-003,27-inch 4K Monitor,Electronics,7,"1,200,000","8,400,000"
T003775,13.01.2025,PROD-001,Ergonomic Mesh Chair,Furniture,8,"750,000","6,000,000"
T003776,13.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,9,"380,000","3,420,000"
T003777,13.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,1,"900,000","900,000"
T003778,13.01.2025,PROD-003,27-inch 4K Monitor,Electronics,2,"1,200,000","2,400,000"
T003779,13.01.2025,PROD-007,USB-C Docking Station,Electronics,9,"340,000","3,060,000"
T003780,13.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,10,"195,000","1,950,000"
T003781,13.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,1,"195,000","195,000"
T004096,14.01.2025,PROD-004,Standing Desk Converter,Furniture,7,"500,000","3,500,000"
T004097,14.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,6,"900,000","5,400,000"
T004098,14.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,9,"195,000","1,755,000"
T004099,14.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,3,"380,000","1,140,000"
T004100,14.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,10,"195,000","1,950,000"
T004101,14.01.2025,PROD-003,27-inch 4K Monitor,Electronics,7,"1,200,000","8,400,000"
T004394,15.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,3,"195,000","585,000"
T004395,15.01.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,1,"70,000","70,000"
T004396,15.01.2025,PROD-010,Webcam 1080p HD,Electronics,2,"180,000","360,000"
T004397,15.01.2025,PROD-004,Standing Desk Converter,Furniture,7,"500,000","3,500,000"
T004398,15.01.2025,PROD-007,USB-C Docking Station,Electronics,4,"340,000","1,360,000"
T004399,15.01.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,4,"70,000","280,000"
T004400,15.01.2025,PROD-007,USB-C Docking Station,Electronics,4,"340,000","1,360,000"
T004401,15.01.2025,PROD-004,Standing Desk Converter,Furniture,2,"500,000","1,000,000"
T004709,16.01.2025,PROD-001,Ergonomic Mesh Chair,Furniture,9,"750,000","6,750,000"
T004710,16.01.2025,PROD-003,27-inch 4K Monitor,Electronics,3,"1,200,000","3,600,000"
T004711,16.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,3,"25,500","76,500"
T005016,17.01.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,10,"70,000","700,000"
T005017,17.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,4,"25,500","102,000"
T005018,17.01.2025,PROD-004,Standing Desk Converter,Furniture,7,"500,000","3,500,000"
T005019,17.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,2,"25,500","51,000"
T005020,17.01.2025,PROD-003,27-inch 4K Monitor,Electronics,7,"1,200,000","8,400,000"
T005021,17.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,4,"195,000","780,000"
T005022,17.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,2,"195,000","390,000"
T005023,17.01.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,9,"70,000","630,000"
T005024,17.01.2025,PROD-007,USB-C Docking Station,Electronics,3,"340,000","1,020,000"
T005354,18.01.2025,PROD-004,Standing Desk Converter,Furniture,7,"500,000","3,500,000"
T005355,18.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,4,"195,000","780,000"
T005647,19.01.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,2,"70,000","140,000"
T005648,19.01.2025,PROD-007,USB-C Docking Station,Electronics,10,"340,000","3,400,000"
T005649,19.01.2025,PROD-004,Standing Desk Converter,Furniture,10,"500,000","5,000,000"
T005650,19.01.2025,PROD-010,Webcam 1080p HD,Electronics,8,"180,000","1,440,000"
T005651,19.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,1,"195,000","195,000"
T005966,20.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,3,"380,000","1,140,000"
T005967,20.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,8,"900,000","7,200,000"
T005968,20.01.2025,PROD-004,Standing Desk Converter,Furniture,3,"500,000","1,500,000"
T005969,20.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,1,"900,000","900,000"
T005970,20.01.2025,PROD-001,Ergonomic Mesh Chair,Furniture,2,"750,000","1,500,000"
T005971,20.01.2025,PROD-001,Ergonomic Mesh Chair,Furniture,6,"750,000","4,500,000"
T006277,21.01.2025,PROD-003,27-inch 4K Monitor,Electronics,9,"1,200,000","10,800,000"
T006278,21.01.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,1,"70,000","70,000"
T006279,21.01.2025,PROD-007,USB-C Docking Station,Electronics,7,"340,000","2,380,000"
T006280,21.01.2025,PROD-001,Ergonomic Mesh Chair,Furniture,5,"750,000","3,750,000"
T006281,21.01.2025,PROD-003,27-inch 4K Monitor,Electronics,8,"1,200,000","9,600,000"
T006282,21.01.2025,PROD-001,Ergonomic Mesh Chair,Furniture,9,"750,000","6,750,000"
T006590,22.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,4,"25,500","102,000"
T006591,22.01.2025,PROD-003,27-inch 4K Monitor,Electronics,3,"1,200,000","3,600,000"
T006592,22.01.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,1,"70,000","70,000"
T006593,22.01.2025,PROD-007,USB-C Docking Station,Electronics,5,"340,000","1,700,000"
T006904,23.01.2025,PROD-004,Standing Desk Converter,Furniture,1,"500,000","500,000"
T006905,23.01.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,10,"70,000","700,000"
T006906,23.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,7,"900,000","6,300,000"
T006907,23.01.2025,PROD-010,Webcam 1080p HD,Electronics,2,"180,000","360,000"
T006908,23.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,1,"25,500","25,500"
T006909,23.01.2025,PROD-004,Standing Desk Converter,Furniture,10,"500,000","5,000,000"
T006910,23.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,3,"380,000","1,140,000"
T006911,23.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,5,"900,000","4,500,000"
T006912,23.01.2025,PROD-007,USB-C Docking Station,Electronics,8,"340,000","2,720,000"
T007207,24.01.2025,PROD-003,27-inch 4K Monitor,Electronics,2,"1,200,000","2,400,000"
T007208,24.01.2025,PROD-010,Webcam 1080p HD,Electronics,1,"180,000","180,000"
T007209,24.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,7,"380,000","2,660,000"
T007210,24.01.2025,PROD-001,Ergonomic Mesh Chair,Furniture,9,"750,000","6,750,000"
T007211,24.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,1,"900,000","900,000"
T007212,24.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,2,"25,500","51,000"
T007526,25.01.2025,PROD-010,Webcam 1080p HD,Electronics,10,"180,000","1,800,000"
T007527,25.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,10,"25,500","255,000"
T007528,25.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,4,"900,000","3,600,000"
T007529,25.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,4,"900,000","3,600,000"
T007861,26.01.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,2,"70,000","140,000"
T007862,26.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,3,"25,500","76,500"
T007863,26.01.2025,PROD-010,Webcam 1080p HD,Electronics,6,"180,000","1,080,000"
T007864,26.01.2025,PROD-004,Standing Desk Converter,Furniture,10,"500,000","5,000,000"
T007865,26.01.2025,PROD-001,Ergonomic Mesh Chair,Furniture,6,"750,000","4,500,000"
T008160,27.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,3,"25,500","76,500"
T008161,27.01.2025,PROD-010,Webcam 1080p HD,Electronics,6,"180,000","1,080,000"
T008465,28.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,7,"380,000","2,660,000"
T008466,28.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,10,"380,000","3,800,000"
T008467,28.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,8,"380,000","3,040,000"
T008468,28.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,2,"25,500","51,000"
T008469,28.01.2025,PROD-001,Ergonomic Mesh Chair,Furniture,4,"750,000","3,000,000"
T008470,28.01.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,1,"70,000","70,000"
T008471,28.01.2025,PROD-007,USB-C Docking Station,Electronics,4,"340,000","1,360,000"
T008472,28.01.2025,PROD-003,27-inch 4K Monitor,Electronics,5,"1,200,000","6,000,000"
T008473,28.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,3,"25,500","76,500"
T008474,28.01.2025,PROD-010,Webcam 1080p HD,Electronics,10,"180,000","1,800,000"
T008475,28.01.2025,PROD-007,USB-C Docking Station,Electronics,8,"340,000","2,720,000"
T008736,29.01.2025,PROD-010,Webcam 1080p HD,Electronics,6,"180,000","1,080,000"
T008737,29.01.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,5,"70,000","350,000"
T008738,29.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,1,"25,500","25,500"
T008739,29.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,2,"195,000","390,000"
T008740,29.01.2025,PROD-007,USB-C Docking Station,Electronics,1,"340,000","340,000"
T008741,29.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,10,"195,000","1,950,000"
T008742,29.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,7,"900,000","6,300,000"
T008743,29.01.2025,PROD-007,USB-C Docking Station,Electronics,10,"340,000","3,400,000"
T009044,30.01.2025,PROD-010,Webcam 1080p HD,Electronics,4,"180,000","720,000"
T009045,30.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,7,"195,000","1,365,000"
T009046,30.01.2025,PROD-010,Webcam 1080p HD,Electronics,3,"180,000","540,000"
T009047,30.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,9,"195,000","1,755,000"
T009048,30.01.2025,PROD-003,27-inch 4K Monitor,Electronics,5,"1,200,000","6,000,000"
T009049,30.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,10,"195,000","1,950,000"
T009050,30.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,9,"380,000","3,420,000"
T009051,30.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,4,"25,500","102,000"
T009357,31.01.2025,PROD-004,Standing Desk Converter,Furniture,2,"500,000","1,000,000"
T009358,31.01.2025,PROD-003,27-inch 4K Monitor,Electronics,5,"1,200,000","6,000,000"
T009359,31.01.2025,PROD-001,Ergonomic Mesh Chair,Furniture,5,"750,000","3,750,000"
T009360,31.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,3,"25,500","76,500"
T009361,31.01.2025,PROD-010,Webcam 1080p HD,Electronics,6,"180,000","1,080,000"
T009362,31.01.2025,PROD-003,27-inch 4K Monitor,Electronics,7,"1,200,000","8,400,000"
T009662,01.02.2025,PROD-004,Standing Desk Converter,Furniture,10,"500,000","5,000,000"
T009663,01.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,5,"380,000","1,900,000"
T009664,01.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,2,"380,000","760,000"
T009665,01.02.2025,PROD-010,Webcam 1080p HD,Electronics,10,"180,000","1,800,000"
T009666,01.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,5,"70,000","350,000"
T009987,02.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,10,"750,000","7,500,000"
T009988,02.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,3,"70,000","210,000"
T010299,03.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,10,"900,000","9,000,000"
T010300,03.02.2025,PROD-003,27-inch 4K Monitor,Electronics,10,"1,200,000","12,000,000"
T010301,03.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,3,"70,000","210,000"
T010302,03.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,4,"70,000","280,000"
T010303,03.02.2025,PROD-004,Standing Desk Converter,Furniture,4,"500,000","2,000,000"
T010304,03.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,6,"195,000","1,170,000"
T010305,03.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,1,"380,000","380,000"
T010616,04.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,4,"750,000","3,000,000"
T010617,04.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,9,"195,000","1,755,000"
T010618,04.02.2025,PROD-004,Standing Desk Converter,Furniture,2,"500,000","1,000,000"
T010619,04.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,4,"750,000","3,000,000"
T010620,04.02.2025,PROD-004,Standing Desk Converter,Furniture,7,"500,000","3,500,000"
T010621,04.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,8,"195,000","1,560,000"
T010622,04.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,10,"380,000","3,800,000"
T010929,05.02.2025,PROD-010,Webcam 1080p HD,Electronics,7,"180,000","1,260,000"
T010930,05.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,8,"900,000","7,200,000"
T010931,05.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,6,"25,500","153,000"
T010932,05.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,7,"750,000","5,250,000"
T010933,05.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,1,"195,000","195,000"
T010934,05.02.2025,PROD-007,USB-C Docking Station,Electronics,10,"340,000","3,400,000"
T010935,05.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,5,"25,500","127,500"
T010936,05.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,3,"195,000","585,000"
T011222,06.02.2025,PROD-007,USB-C Docking Station,Electronics,2,"340,000","680,000"
T011223,06.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,6,"25,500","153,000"
T011224,06.02.2025,PROD-010,Webcam 1080p HD,Electronics,2,"180,000","360,000"
T011225,06.02.2025,PROD-010,Webcam 1080p HD,Electronics,3,"180,000","540,000"
T011226,06.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,3,"70,000","210,000"
T011227,06.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,7,"70,000","490,000"
T011228,06.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,1,"380,000","380,000"
T011229,06.02.2025,PROD-010,Webcam 1080p HD,Electronics,3,"180,000","540,000"
T011501,07.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,2,"70,000","140,000"
T011502,07.02.2025,PROD-004,Standing Desk Converter,Furniture,7,"500,000","3,500,000"
T011503,07.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,8,"380,000","3,040,000"
T011504,07.02.2025,PROD-007,USB-C Docking Station,Electronics,2,"340,000","680,000"
T011505,07.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,8,"70,000","560,000"
T011506,07.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,2,"900,000","1,800,000"
T011507,07.02.2025,PROD-003,27-inch 4K Monitor,Electronics,2,"1,200,000","2,400,000"
T011508,07.02.2025,PROD-004,Standing Desk Converter,Furniture,1,"500,000","500,000"
T011509,07.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,1,"750,000","750,000"
T011818,08.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,5,"25,500","127,500"
T011819,08.02.2025,PROD-004,Standing Desk Converter,Furniture,1,"500,000","500,000"
T011820,08.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,10,"750,000","7,500,000"
T011821,08.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,3,"900,000","2,700,000"
T011822,08.02.2025,PROD-003,27-inch 4K Monitor,Electronics,2,"1,200,000","2,400,000"
T012127,09.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,9,"380,000","3,420,000"
T012128,09.02.2025,PROD-007,USB-C Docking Station,Electronics,4,"340,000","1,360,000"
T012129,09.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,3,"900,000","2,700,000"
T012130,09.02.2025,PROD-010,Webcam 1080p HD,Electronics,5,"180,000","900,000"
T012428,10.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,1,"750,000","750,000"
T012429,10.02.2025,PROD-003,27-inch 4K Monitor,Electronics,8,"1,200,000","9,600,000"
T012430,10.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,6,"70,000","420,000"
T012431,10.02.2025,PROD-004,Standing Desk Converter,Furniture,4,"500,000","2,000,000"
T012432,10.02.2025,PROD-007,USB-C Docking Station,Electronics,5,"340,000","1,700,000"
T012433,10.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,10,"750,000","7,500,000"
T012434,10.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,7,"25,500","178,500"
T012435,10.02.2025,PROD-007,USB-C Docking Station,Electronics,10,"340,000","3,400,000"
T012735,11.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,1,"380,000","380,000"
T012736,11.02.2025,PROD-004,Standing Desk Converter,Furniture,2,"500,000","1,000,000"
T012737,11.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,5,"70,000","350,000"
T012738,11.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,1,"195,000","195,000"
T012739,11.02.2025,PROD-003,27-inch 4K Monitor,Electronics,6,"1,200,000","7,200,000"
T012740,11.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,10,"380,000","3,800,000"
T012741,11.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,6,"25,500","153,000"
T012742,11.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,7,"750,000","5,250,000"
T013038,12.02.2025,PROD-010,Webcam 1080p HD,Electronics,10,"180,000","1,800,000"
T013039,12.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,10,"380,000","3,800,000"
T013040,12.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,7,"70,000","490,000"
T013041,12.02.2025,PROD-003,27-inch 4K Monitor,Electronics,1,"1,200,000","1,200,000"
T013042,12.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,4,"195,000","780,000"
T013043,12.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,5,"380,000","1,900,000"
T013044,12.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,9,"750,000","6,750,000"
T013045,12.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,4,"195,000","780,000"
T013046,12.02.2025,PROD-007,USB-C Docking Station,Electronics,4,"340,000","1,360,000"
T013047,12.02.2025,PROD-004,Standing Desk Converter,Furniture,4,"500,000","2,000,000"
T013048,12.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,6,"25,500","153,000"
T013328,13.02.2025,PROD-010,Webcam 1080p HD,Electronics,4,"180,000","720,000"
T013329,13.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,3,"195,000","585,000"
T013330,13.02.2025,PROD-004,Standing Desk Converter,Furniture,1,"500,000","500,000"
T013331,13.02.2025,PROD-010,Webcam 1080p HD,Electronics,7,"180,000","1,260,000"
T013332,13.02.2025,PROD-007,USB-C Docking Station,Electronics,5,"340,000","1,700,000"
T013333,13.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,5,"380,000","1,900,000"
T013334,13.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,10,"70,000","700,000"
T013335,13.02.2025,PROD-010,Webcam 1080p HD,Electronics,10,"180,000","1,800,000"
T013646,14.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,5,"750,000","3,750,000"
T013647,14.02.2025,PROD-004,Standing Desk Converter,Furniture,6,"500,000","3,000,000"
T013648,14.02.2025,PROD-003,27-inch 4K Monitor,Electronics,8,"1,200,000","9,600,000"
T013649,14.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,9,"380,000","3,420,000"
T013650,14.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,5,"380,000","1,900,000"
T013651,14.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,7,"380,000","2,660,000"
T013942,15.02.2025,PROD-003,27-inch 4K Monitor,Electronics,2,"1,200,000","2,400,000"
T013943,15.02.2025,PROD-010,Webcam 1080p HD,Electronics,8,"180,000","1,440,000"
T013944,15.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,9,"70,000","630,000"
T013945,15.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,2,"25,500","51,000"
T013946,15.02.2025,PROD-003,27-inch 4K Monitor,Electronics,4,"1,200,000","4,800,000"
T013947,15.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,7,"900,000","6,300,000"
T014249,16.02.2025,PROD-010,Webcam 1080p HD,Electronics,10,"180,000","1,800,000"
T014250,16.02.2025,PROD-004,Standing Desk Converter,Furniture,7,"500,000","3,500,000"
T014251,16.02.2025,PROD-003,27-inch 4K Monitor,Electronics,10,"1,200,000","12,000,000"
T014252,16.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,9,"195,000","1,755,000"
T014253,16.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,2,"900,000","1,800,000"
T014542,17.02.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,4,"25,500","102,000"
T014543,17.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,2,"750,000","1,500,000"
T014827,18.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,8,"750,000","6,000,000"
T014828,18.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,7,"70,000","490,000"
T014829,18.02.2025,PROD-005,Noise-Cancelling Headphones,Electronics,8,"900,000","7,200,000"
T014830,18.02.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,6,"380,000","2,280,000"
T014831,18.02.2025,PROD-004,Standing Desk Converter,Furniture,6,"500,000","3,000,000"
T014832,18.02.2025,PROD-010,Webcam 1080p HD,Electronics,1,"180,000","180,000"
T014833,18.02.2025,PROD-004,Standing Desk Converter,Furniture,8,"500,000","4,000,000"
T015138,19.02.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,4,"70,000","280,000"
T015139,19.02.2025,PROD-010,Webcam 1080p HD,Electronics,3,"180,000","540,000"
T015140,19.02.2025,PROD-001,Ergonomic Mesh Chair,Furniture,8,"750,000","6,000,000"
T015141,19.02.2025,PROD-009,Adjustable Monitor Arm,Furniture,5,"195,000","975,000"
Customer-064,Mandalay,,,,,,
T000160,01.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,4,"380,000","1,520,000"
T000161,01.01.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,9,"70,000","630,000"
T000162,01.01.2025,PROD-001,Ergonomic Mesh Chair,Furniture,8,"750,000","6,000,000"
T000163,01.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,5,"380,000","1,900,000"
T000164,01.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,8,"195,000","1,560,000"
T000165,01.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,6,"25,500","153,000"
T000166,01.01.2025,PROD-008,Executive Ballpoint Pen Box,Office Supplies,5,"70,000","350,000"
T000491,02.01.2025,PROD-004,Standing Desk Converter,Furniture,3,"500,000","1,500,000"
T000492,02.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,3,"195,000","585,000"
T000493,02.01.2025,PROD-007,USB-C Docking Station,Electronics,9,"340,000","3,060,000"
T000494,02.01.2025,PROD-007,USB-C Docking Station,Electronics,5,"340,000","1,700,000"
T000495,02.01.2025,PROD-010,Webcam 1080p HD,Electronics,7,"180,000","1,260,000"
T000496,02.01.2025,PROD-003,27-inch 4K Monitor,Electronics,3,"1,200,000","3,600,000"
T000497,02.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,7,"900,000","6,300,000"
T000498,02.01.2025,PROD-009,Adjustable Monitor Arm,Furniture,10,"195,000","1,950,000"
T000778,03.01.2025,PROD-004,Standing Desk Converter,Furniture,4,"500,000","2,000,000"
T000779,03.01.2025,PROD-007,USB-C Docking Station,Electronics,1,"340,000","340,000"
T000780,03.01.2025,PROD-007,USB-C Docking Station,Electronics,1,"340,000","340,000"
T000781,03.01.2025,PROD-006,A4 Printer Paper (500 Sheets),Office Supplies,7,"25,500","178,500"
T000782,03.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,9,"380,000","3,420,000"
T000783,03.01.2025,PROD-005,Noise-Cancelling Headphones,Electronics,2,"900,000","1,800,000"
T001075,04.01.2025,PROD-002,Wireless Mechanical Keyboard,Electronics,7,"380,000","2,660,000"
